Fecha;"Volumen (€)";"Aportaciones netas (día, €)";"Aportaciones netas acumuladas (€)"
2020-01-27;375.822.641,38;2.246.419,51;328.651.368,63
2020-01-28;376.554.777,21;2.080.459,09;330.731.827,72
2020-01-29;379.090.873,45;1.210.970,29;331.942.798,01
2020-01-30;381.682.300,17;2.624.521,28;334.567.319,29
2020-01-31;381.208.367,57;1.078.402,20;335.645.721,49
2020-02-01;381.152.035,82;0,00;335.645.721,49
2020-02-02;381.150.933,93;0,00;335.645.721,49
2020-02-03;380.760.403,38;2.162.503,59;337.808.225,08
2020-02-04;384.859.639,14;2.341.735,12;340.149.960,20
2020-02-05;389.484.096,76;997.190,50;341.147.150,70
2020-02-06;392.636.045,40;1.279.724,38;342.426.875,08
2020-02-07;394.474.673,89;707.107,68;343.133.982,76
2020-02-08;394.508.018,41;0,00;343.133.982,76
2020-02-09;394.506.877,16;0,00;343.133.982,76
2020-02-10;395.739.618,06;1.261.412,02;344.395.394,78
2020-02-11;398.760.058,99;1.393.240,18;345.788.634,96
2020-02-12;400.883.442,76;1.132.408,17;346.921.043,13
2020-02-13;403.489.864,18;1.098.882,57;348.019.925,70
2020-02-14;405.046.720,98;896.231,91;348.916.157,61
2020-02-15;405.045.626,64;0,00;348.916.157,61
2020-02-16;405.044.453,87;0,00;348.916.157,61
2020-02-17;406.586.018,20;1.211.293,36;350.127.450,97
2020-02-18;408.436.869,64;1.561.333,38;351.688.784,35
2020-02-19;409.520.395,06;2.024.667,83;353.713.452,18
2020-02-20;411.887.902,19;1.107.502,44;354.820.954,62
2020-02-21;411.519.168,38;1.311.750,30;356.132.704,92
2020-02-22;411.560.850,86;0,00;356.132.704,92
2020-02-23;411.559.672,48;0,00;356.132.704,92
2020-02-24;407.111.551,76;-317.874,45;355.814.830,47
2020-02-25;400.921.601,59;995.902,13;356.810.732,60
2020-02-26;398.480.307,99;1.732.460,03;358.543.192,63
2020-02-27;395.836.754,10;1.206.928,98;359.750.121,61
2020-02-28;388.640.398,28;1.432.573,34;361.182.694,95
2020-02-29;388.638.840,04;0,00;361.182.694,95
2020-03-01;388.523.374,94;0,00;361.182.694,95
2020-03-02;389.419.569,90;3.142.441,68;364.325.136,63
2020-03-03;392.891.726,14;1.388.327,47;365.713.464,10
2020-03-04;393.785.936,39;855.028,34;366.568.492,44
2020-03-05;398.036.949,71;332.703,48;366.901.195,92
2020-03-06;392.886.823,70;1.081.065,74;367.982.261,66
2020-03-07;392.845.862,55;0,00;367.982.261,66
2020-03-08;392.845.550,01;0,00;367.982.261,66
2020-03-09;384.864.489,81;2.553.248,26;370.535.509,92
2020-03-10;373.715.137,04;1.303.908,54;371.839.418,46
2020-03-11;377.457.427,19;1.487.258,10;373.326.676,56
2020-03-12;368.484.032,51;515.706,69;373.842.383,25
2020-03-13;356.477.693,44;258.944,05;374.101.327,30
2020-03-14;356.472.084,47;0,00;374.101.327,30
2020-03-15;356.453.326,46;333,00;374.101.660,30
2020-03-16;359.907.713,94;1.850.564,16;375.952.224,46
2020-03-17;345.614.199,82;-273.200,68;375.679.023,78
2020-03-18;348.591.062,18;-381.579,87;375.297.443,91
2020-03-19;347.404.544,96;-1.714.126,55;373.583.317,36
2020-03-20;342.520.436,79;-1.167.028,09;372.416.289,27
2020-03-21;342.530.671,92;0,00;372.416.289,27
2020-03-22;342.529.708,02;0,00;372.416.289,27
2020-03-23;340.359.463,06;-516.660,96;371.899.628,31
2020-03-24;338.712.461,94;1.022.531,72;372.922.160,03
2020-03-25;351.328.381,92;541.891,01;373.464.051,04
2020-03-26;357.256.848,48;477.013,14;373.941.064,18
2020-03-27;361.654.276,69;187.810,35;374.128.874,53
2020-03-28;361.653.457,84;0,00;374.128.874,53
2020-03-29;361.652.431,52;0,00;374.128.874,53
2020-03-30;359.671.383,45;-24.806,31;374.104.068,22
2020-03-31;363.667.186,59;710.914,66;374.814.982,88
2020-04-01;362.127.718,29;1.274.418,00;376.089.400,88
2020-04-02;359.142.726,59;1.339.238,03;377.428.638,91
2020-04-03;362.031.817,86;807.620,24;378.236.259,15
2020-04-04;362.074.404,69;0,00;378.236.259,15
2020-04-05;362.073.415,21;0,00;378.236.259,15
2020-04-06;365.235.729,54;897.298,23;379.133.557,38
2020-04-07;375.823.024,18;2.124.239,33;381.257.796,71
2020-04-08;377.639.030,48;1.171.058,63;382.428.855,34
2020-04-09;383.267.934,98;1.155.900,13;383.584.755,47
2020-04-10;385.449.318,20;52.737,37;383.637.492,84
2020-04-11;385.473.833,33;0,00;383.637.492,84
2020-04-12;385.472.776,62;0,00;383.637.492,84
2020-04-13;384.815.945,26;91.547,00;383.729.039,84
2020-04-14;387.010.558,90;1.614.101,23;385.343.141,07
2020-04-15;388.973.597,67;525.993,89;385.869.134,96
2020-04-16;386.860.256,05;778.039,42;386.647.174,38
2020-04-17;390.645.102,62;791.158,35;387.438.332,73
2020-04-18;390.642.831,26;0,00;387.438.332,73
2020-04-19;390.641.746,34;0,00;387.438.332,73
2020-04-20;393.998.128,17;43.968,71;387.482.301,44
2020-04-21;390.987.055,17;914.447,57;388.396.749,01
2020-04-22;387.122.087,12;1.014.127,80;389.410.876,81
2020-04-23;392.041.747,38;922.359,47;390.333.236,28
2020-04-24;393.059.689,29;-636.234,52;389.697.001,76
2020-04-25;392.953.268,56;0,00;389.697.001,76
2020-04-26;392.952.185,08;0,00;389.697.001,76
2020-04-27;396.312.513,58;1.277.033,32;390.974.035,08
2020-04-28;400.913.360,63;1.448.068,44;392.422.103,52
2020-04-29;403.862.804,48;621.283,33;393.043.386,85
2020-04-30;408.064.002,65;921.046,77;393.964.433,62
2020-05-01;404.168.771,02;86.311,17;394.050.744,79
2020-05-02;404.090.583,29;0,00;394.050.744,79
2020-05-03;404.089.487,71;0,00;394.050.744,79
2020-05-04;401.248.851,32;1.994.719,09;396.045.463,88
2020-05-05;404.314.572,24;2.107.895,57;398.153.359,45
2020-05-06;408.187.478,38;1.490.679,76;399.644.039,21
2020-05-07;408.589.943,84;668.291,45;400.312.330,66
2020-05-08;412.724.103,87;1.216.274,63;401.528.605,29
2020-05-09;412.724.007,30;0,00;401.528.605,29
2020-05-10;412.722.866,79;0,00;401.528.605,29
2020-05-11;415.851.498,47;1.257.097,77;402.785.703,06
2020-05-12;416.692.716,97;1.318.630,43;404.104.333,49
2020-05-13;415.122.409,87;2.008.091,33;406.112.424,82
2020-05-14;414.318.756,57;876.326,98;406.988.751,80
2020-05-15;415.002.943,85;943.417,05;407.932.168,85
2020-05-16;415.002.756,48;0,00;407.932.168,85
2020-05-17;415.001.626,05;0,00;407.932.168,85
2020-05-18;418.279.087,13;830.882,32;408.763.051,17
2020-05-19;423.281.368,35;792.346,65;409.555.397,82
2020-05-20;423.487.688,12;855.777,42;410.411.175,24
2020-05-21;425.480.175,10;89.240,85;410.500.416,09
2020-05-22;425.900.249,34;886.188,26;411.386.604,35
2020-05-23;425.899.829,84;0,00;411.386.604,35
2020-05-24;425.899.657,42;0,00;411.386.604,35
2020-05-25;427.375.588,31;806.111,41;412.192.715,76
2020-05-26;430.127.421,67;1.168.490,26;413.361.206,02
2020-05-27;433.337.076,65;1.079.651,94;414.440.857,96
2020-05-28;437.022.058,01;908.295,43;415.349.153,39
2020-05-29;437.292.912,51;1.091.731,26;416.440.884,65
2020-05-30;437.291.686,68;0,00;416.440.884,65
2020-05-31;437.290.493,37;0,00;416.440.884,65
2020-06-01;438.533.341,54;1.530.474,77;417.971.359,42
2020-06-02;443.174.718,28;2.527.397,21;420.498.756,63
2020-06-03;447.701.906,78;1.602.456,12;422.101.212,75
2020-06-04;451.852.666,71;1.675.941,19;423.777.153,94
2020-06-05;453.183.628,03;1.250.509,83;425.027.663,77
2020-06-06;453.178.756,60;0,00;425.027.663,77
2020-06-07;453.177.105,73;0,00;425.027.663,77
2020-06-08;459.793.036,42;2.274.191,94;427.301.855,71
2020-06-09;462.869.106,77;1.319.634,38;428.621.490,09
2020-06-10;460.611.919,42;807.744,23;429.429.234,32
2020-06-11;457.907.244,93;1.113.236,70;430.542.471,02
2020-06-12;451.632.819,80;2.059.927,25;432.602.398,27
2020-06-13;451.626.510,25;0,00;432.602.398,27
2020-06-14;451.625.284,46;0,00;432.602.398,27
2020-06-15;455.819.312,80;1.218.856,52;433.821.254,79
2020-06-16;458.061.645,68;1.475.371,74;435.296.626,53
2020-06-17;464.807.765,35;759.825,64;436.056.452,17
2020-06-18;466.857.969,03;1.268.265,39;437.324.717,56
2020-06-19;467.509.676,54;754.007,98;438.078.725,54
2020-06-20;467.441.392,75;0,00;438.078.725,54
2020-06-21;467.436.718,68;0,00;438.078.725,54
2020-06-22;469.060.912,88;815.028,11;438.893.753,65
2020-06-23;469.199.613,58;467.390,52;439.361.144,17
2020-06-24;468.947.677,21;692.835,71;440.053.979,88
2020-06-25;467.487.989,06;1.053.341,07;441.107.320,95
2020-06-26;468.918.759,64;640.164,01;441.747.484,96
2020-06-27;468.917.979,78;0,00;441.747.484,96
2020-06-28;468.916.729,31;0,00;441.747.484,96
2020-06-29;467.589.521,73;909.857,82;442.657.342,78
2020-06-30;469.877.740,50;931.518,09;443.588.860,87
2020-07-01;473.329.031,77;994.554,35;444.583.415,22
2020-07-02;475.209.898,07;1.576.643,81;446.160.059,03
2020-07-03;479.221.622,97;668.521,97;446.828.581,00
2020-07-04;479.220.715,82;0,00;446.828.581,00
2020-07-05;479.219.430,28;0,00;446.828.581,00
2020-07-06;481.107.571,50;877.226,21;447.705.807,21
2020-07-07;484.489.167,42;1.483.276,84;449.189.084,05
2020-07-08;483.883.202,67;529.328,18;449.718.412,23
2020-07-09;484.205.139,26;318.167,11;450.036.579,34
2020-07-10;485.265.478,47;354.314,90;450.390.894,24
2020-07-11;485.264.187,02;0,00;450.390.894,24
2020-07-12;485.264.500,01;0,00;450.390.894,24
2020-07-13;486.881.430,37;774.081,18;451.164.975,42
2020-07-14;488.130.867,22;2.496.460,92;453.661.436,34
2020-07-15;490.047.569,93;809.509,48;454.470.945,82
2020-07-16;492.898.307,36;593.201,67;455.064.147,49
2020-07-17;492.182.571,51;528.250,83;455.592.398,32
2020-07-18;492.181.466,15;0,00;455.592.398,32
2020-07-19;492.180.140,83;0,00;455.592.398,32
2020-07-20;493.897.608,35;835.663,69;456.428.062,01
2020-07-21;497.378.417,08;786.557,70;457.214.619,71
2020-07-22;498.356.662,16;661.176,53;457.875.796,24
2020-07-23;497.260.617,72;1.189.418,53;459.065.214,77
2020-07-24;496.179.083,07;734.071,75;459.799.286,52
2020-07-25;496.174.084,54;0,00;459.799.286,52
2020-07-26;496.172.763,28;0,00;459.799.286,52
2020-07-27;494.161.348,64;878.182,37;460.677.468,89
2020-07-28;493.862.999,68;508.335,87;461.185.804,76
2020-07-29;494.888.037,45;354.139,58;461.539.944,34
2020-07-30;495.470.899,90;537.374,12;462.077.318,46
2020-07-31;493.541.871,46;660.509,92;462.737.828,38
2020-08-01;493.776.315,45;0,00;462.737.828,38
2020-08-02;493.774.998,71;0,00;462.737.828,38
2020-08-03;495.586.374,13;1.240.475,86;463.978.304,24
2020-08-04;500.257.374,62;1.470.262,24;465.448.566,48
2020-08-05;503.203.895,54;408.538,22;465.857.104,70
2020-08-06;503.331.750,56;1.475.797,13;467.332.901,83
2020-08-07;504.595.575,14;-257.195,37;467.075.706,46
2020-08-08;504.592.520,89;0,00;467.075.706,46
2020-08-09;504.591.309,56;0,00;467.075.706,46
2020-08-10;506.186.446,37;496.966,95;467.572.673,41
2020-08-11;508.050.352,74;496.607,38;468.069.280,79
2020-08-12;509.963.370,60;576.746,19;468.646.026,98
2020-08-13;511.843.113,52;827.753,94;469.473.780,92
2020-08-14;511.355.114,54;1.074.259,71;470.548.040,63
2020-08-15;511.352.580,63;0,00;470.548.040,63
2020-08-16;511.351.203,90;0,00;470.548.040,63
2020-08-17;511.563.502,51;764.064,10;471.312.104,73
2020-08-18;512.345.682,16;694.687,17;472.006.791,90
2020-08-19;512.029.285,06;348.834,14;472.355.626,04
2020-08-20;513.319.885,11;632.377,48;472.988.003,52
2020-08-21;514.197.094,64;639.974,49;473.627.978,01
2020-08-22;514.195.917,30;0,00;473.627.978,01
2020-08-23;514.194.524,04;0,00;473.627.978,01
2020-08-24;516.662.370,49;463.024,31;474.091.002,32
2020-08-25;519.769.923,76;604.018,47;474.695.020,79
2020-08-26;520.863.304,95;923.516,89;475.618.537,68
2020-08-27;523.080.339,51;646.479,82;476.265.017,50
2020-08-28;523.332.343,24;514.031,68;476.779.049,18
2020-08-29;523.331.313,01;0,00;476.779.049,18
2020-08-30;523.329.904,77;0,00;476.779.049,18
2020-08-31;522.815.795,42;994.492,79;477.773.541,97
2020-09-01;522.290.949,90;1.446.000,18;479.219.542,15
2020-09-02;526.668.050,53;1.371.936,39;480.591.478,54
2020-09-03;532.186.083,40;1.313.079,94;481.904.558,48
2020-09-04;526.770.125,94;979.978,74;482.884.537,22
2020-09-05;526.764.902,63;0,00;482.884.537,22
2020-09-06;526.764.997,95;0,00;482.884.537,22
2020-09-07;526.585.773,48;850.679,97;483.735.217,19
2020-09-08;526.647.640,45;1.013.687,20;484.748.904,39
2020-09-09;524.935.419,88;607.847,80;485.356.752,19
2020-09-10;527.143.676,97;649.695,81;486.006.448,00
2020-09-11;524.868.897,58;1.274.609,69;487.281.057,69
2020-09-12;524.866.794,27;0,00;487.281.057,69
2020-09-13;524.865.398,85;0,00;487.281.057,69
2020-09-14;527.682.001,10;835.509,56;488.116.567,25
2020-09-15;531.402.311,10;1.246.519,33;489.363.086,58
2020-09-16;534.141.864,59;657.426,52;490.020.513,10
2020-09-17;535.894.485,10;845.743,33;490.866.256,43
2020-09-18;534.353.703,30;505.957,61;491.372.214,04
2020-09-19;534.313.862,76;0,00;491.372.214,04
2020-09-20;534.312.422,00;0,00;491.372.214,04
2020-09-21;531.042.943,38;484.833,19;491.857.047,23
2020-09-22;530.236.073,98;680.715,92;492.537.763,15
2020-09-23;531.648.459,31;563.917,47;493.101.680,62
2020-09-24;529.396.935,11;266.924,57;493.368.605,19
2020-09-25;529.802.117,08;409.443,72;493.778.048,91
2020-09-26;529.796.677,78;0,00;493.778.048,91
2020-09-27;529.788.396,34;0,00;493.778.048,91
2020-09-28;534.104.821,18;1.108.987,43;494.887.036,34
2020-09-29;538.644.734,19;758.768,76;495.645.805,10
2020-09-30;537.277.371,83;552.314,03;496.198.119,13
2020-10-01;538.839.698,96;860.163,34;497.058.282,47
2020-10-02;540.341.240,31;968.095,31;498.026.377,78
2020-10-03;540.340.269,92;0,00;498.026.377,78
2020-10-04;540.338.804,62;0,00;498.026.377,78
2020-10-05;541.988.446,14;1.127.112,42;499.153.490,20
2020-10-06;544.993.898,62;2.021.202,57;501.174.692,77
2020-10-07;545.751.556,42;811.716,78;501.986.409,55
2020-10-08;549.804.401,74;263.525,24;502.249.934,79
2020-10-09;553.076.585,90;522.156,63;502.772.091,42
2020-10-10;553.095.770,30;0,00;502.772.091,42
2020-10-11;553.095.423,53;0,00;502.772.091,42
2020-10-12;556.038.710,77;1.032.946,23;503.805.037,65
2020-10-13;559.649.244,50;862.404,95;504.667.442,60
2020-10-14;560.320.768,94;329.799,87;504.997.242,47
2020-10-15;559.320.937,22;753.823,73;505.751.066,20
2020-10-16;559.204.839,59;1.002.958,84;506.754.025,04
2020-10-17;559.204.247,54;0,00;506.754.025,04
2020-10-18;559.203.106,28;0,00;506.754.025,04
2020-10-19;560.245.542,42;1.086.294,72;507.840.319,76
2020-10-20;557.668.446,61;926.828,63;508.767.148,39
2020-10-21;557.622.872,83;630.948,80;509.398.097,19
2020-10-22;557.130.013,16;836.906,00;510.235.003,19
2020-10-23;558.246.902,82;229.050,05;510.464.053,24
2020-10-24;558.245.470,84;0,00;510.464.053,24
2020-10-25;558.243.946,91;0,00;510.464.053,24
2020-10-26;558.965.080,12;706.774,70;511.170.827,94
2020-10-27;556.195.559,95;1.129.891,01;512.300.718,95
2020-10-28;554.338.607,61;575.393,17;512.876.112,12
2020-10-29;549.676.384,28;630.918,48;513.507.030,60
2020-10-30;552.483.798,39;424.092,48;513.931.123,08
2020-10-31;552.483.093,73;0,00;513.931.123,08
2020-11-01;552.481.676,92;0,00;513.931.123,08
2020-11-02;552.946.794,18;1.455.023,95;515.386.147,03
2020-11-03;559.439.650,25;1.873.361,95;517.259.508,98
2020-11-04;564.732.893,12;1.006.658,43;518.266.167,41
2020-11-05;572.203.073,83;540.691,48;518.806.858,89
2020-11-06;575.890.929,10;1.450.964,76;520.257.823,65
2020-11-07;575.942.334,68;0,00;520.257.823,65
2020-11-08;575.940.759,75;0,00;520.257.823,65
2020-11-09;577.679.904,11;590.728,55;520.848.552,20
2020-11-10;584.698.216,17;1.361.206,27;522.209.758,47
2020-11-11;587.348.534,80;981.540,59;523.191.299,06
2020-11-12;591.355.071,40;1.187.632,82;524.378.931,88
2020-11-13;590.867.615,56;1.117.072,49;525.496.004,37
2020-11-14;590.863.944,89;0,00;525.496.004,37
2020-11-15;590.862.320,20;0,00;525.496.004,37
2020-11-16;595.587.220,79;1.947.982,24;527.443.986,61
2020-11-17;600.600.791,65;1.447.793,98;528.891.780,59
2020-11-18;600.331.386,88;1.711.503,99;530.603.284,58
2020-11-19;601.059.621,48;1.322.001,35;531.925.285,93
2020-11-20;603.817.625,97;2.890.285,05;534.815.570,98
2020-11-21;603.816.511,60;0,00;534.815.570,98
2020-11-22;603.814.862,71;0,00;534.815.570,98
2020-11-23;605.410.971,03;1.518.858,08;536.334.429,06
2020-11-24;610.598.588,03;2.302.191,46;538.636.620,52
2020-11-25;614.932.390,48;1.559.921,23;540.196.541,75
2020-11-26;614.977.737,71;784.389,88;540.980.931,63
2020-11-27;617.272.734,29;1.299.623,68;542.280.555,31
2020-11-28;617.229.622,03;0,00;542.280.555,31
2020-11-29;617.318.014,14;0,00;542.280.555,31
2020-11-30;617.507.812,12;1.620.875,75;543.901.431,06
2020-12-01;618.085.958,46;2.483.025,34;546.384.456,40
2020-12-02;621.578.981,80;2.918.454,66;549.302.911,06
2020-12-03;622.837.435,17;1.619.532,07;550.922.443,13
2020-12-04;624.247.682,12;1.035.694,88;551.958.138,01
2020-12-05;624.247.618,40;0,00;551.958.138,01
2020-12-06;624.245.903,61;0,00;551.958.138,01
2020-12-07;628.962.480,65;879.442,89;552.837.580,90
2020-12-08;630.721.856,89;1.388.852,21;554.226.433,11
2020-12-09;632.588.545,20;1.620.854,74;555.847.287,85
2020-12-10;635.122.080,89;2.921.904,71;558.769.192,56
2020-12-11;634.797.734,82;2.113.743,31;560.882.935,87
2020-12-12;634.820.458,61;0,00;560.882.935,87
2020-12-13;634.828.319,12;0,00;560.882.935,87
2020-12-14;636.003.824,17;1.395.196,59;562.278.132,46
2020-12-15;638.170.740,11;2.122.052,29;564.400.184,75
2020-12-16;641.098.162,85;1.316.749,43;565.716.934,18
2020-12-17;643.565.827,70;1.873.246,56;567.590.180,74
2020-12-18;645.243.958,74;605.988,16;568.196.168,90
2020-12-19;645.242.219,86;0,00;568.196.168,90
2020-12-20;645.243.440,04;0,00;568.196.168,90
2020-12-21;645.847.663,54;1.505.431,72;569.701.600,62
2020-12-22;647.040.422,07;4.556.713,10;574.258.313,72
2020-12-23;651.435.845,06;1.958.135,95;576.216.449,67
2020-12-24;653.955.337,99;2.496.032,76;578.712.482,43
2020-12-25;654.827.216,82;72.553,76;578.785.036,19
2020-12-26;654.915.025,75;0,00;578.785.036,19
2020-12-27;654.920.553,13;0,00;578.785.036,19
2020-12-28;658.189.686,01;1.896.515,67;580.681.551,86
2020-12-29;663.214.866,60;3.679.446,35;584.360.998,21
2020-12-30;666.798.611,10;2.307.988,99;586.668.987,20
2020-12-31;668.662.954,32;2.063.252,81;588.732.240,01
2021-01-01;670.391.334,21;0,00;588.732.240,01
2021-01-02;670.766.346,10;0,00;588.732.240,01
2021-01-03;670.764.602,30;0,00;588.732.240,01
2021-01-04;672.353.663,77;2.416.506,10;591.148.746,11
2021-01-05;674.594.708,90;2.726.097,35;593.874.843,46
2021-01-06;677.510.183,91;1.820.153,60;595.694.997,06
2021-01-07;681.909.206,26;2.235.673,17;597.930.670,23
2021-01-08;689.477.452,51;2.512.590,20;600.443.260,43
2021-01-09;689.418.742,88;0,00;600.443.260,43
2021-01-10;689.419.539,75;0,00;600.443.260,43
2021-01-11;695.202.278,68;2.462.218,46;602.905.478,89
2021-01-12;697.186.411,72;2.329.489,89;605.234.968,78
2021-01-13;700.267.570,09;3.221.872,36;608.456.841,14
2021-01-14;705.015.907,47;1.799.794,72;610.256.635,86
2021-01-15;706.987.736,01;2.227.325,07;612.483.960,93
2021-01-16;706.985.530,32;0,00;612.483.960,93
2021-01-17;706.983.548,58;0,00;612.483.960,93
2021-01-18;707.633.093,01;2.672.179,13;615.156.140,06
2021-01-19;711.283.575,85;3.369.736,77;618.525.876,83
2021-01-20;715.767.049,71;1.831.275,55;620.357.152,38
2021-01-21;721.581.712,72;2.021.904,92;622.379.057,30
2021-01-22;722.526.470,86;2.979.810,12;625.358.867,42
2021-01-23;722.524.334,75;0,00;625.358.867,42
2021-01-24;722.522.304,71;0,00;625.358.867,42
2021-01-25;723.441.386,74;2.923.683,20;628.282.550,62
2021-01-26;728.153.259,45;2.632.374,94;630.914.925,56
2021-01-27;726.320.741,64;1.497.288,43;632.412.213,99
2021-01-28;725.258.971,00;2.397.648,53;634.809.862,52
2021-01-29;724.262.785,42;1.950.185,71;636.760.048,23
2021-01-30;724.260.457,14;0,00;636.760.048,23
2021-01-31;724.258.236,80;0,00;636.760.048,23
2021-02-01;722.012.915,80;2.324.727,62;639.084.775,85
2021-02-02;734.920.009,35;3.738.207,28;642.822.983,13
2021-02-03;743.417.760,20;2.782.260,46;645.605.243,59
2021-02-04;749.674.644,18;3.502.862,19;649.108.105,78
2021-02-05;755.069.709,03;1.863.242,13;650.971.347,91
2021-02-06;755.070.313,61;0,00;650.971.347,91
2021-02-07;755.068.231,06;0,00;650.971.347,91
2021-02-08;756.879.436,56;1.857.661,92;652.829.009,83
2021-02-09;760.364.314,26;1.938.941,31;654.767.951,14
2021-02-10;762.474.400,89;3.086.473,74;657.854.424,88
2021-02-11;765.211.407,48;2.881.168,69;660.735.593,57
2021-02-12;769.004.939,31;1.997.683,66;662.733.277,23
2021-02-13;769.050.549,60;0,00;662.733.277,23
2021-02-14;769.048.437,80;0,00;662.733.277,23
2021-02-15;771.859.844,59;1.588.948,04;664.322.225,27
2021-02-16;775.884.913,22;3.544.054,63;667.866.279,90
2021-02-17;779.648.488,41;2.998.596,36;670.864.876,26
2021-02-18;781.390.703,61;1.786.679,92;672.651.556,18
2021-02-19;778.881.787,44;1.675.896,17;674.327.452,35
2021-02-20;778.877.826,43;0,00;674.327.452,35
2021-02-21;778.875.693,88;0,00;674.327.452,35
2021-02-22;778.949.411,93;3.067.328,61;677.394.780,96
2021-02-23;779.428.249,93;2.162.738,92;679.557.519,88
2021-02-24;782.317.465,70;2.788.675,98;682.346.195,86
2021-02-25;782.660.480,34;1.726.133,56;684.072.329,42
2021-02-26;776.391.307,11;1.683.560,61;685.755.890,03
2021-02-27;776.386.443,88;0,00;685.755.890,03
2021-02-28;776.384.341,23;0,00;685.755.890,03
2021-03-01;779.893.864,40;2.720.456,86;688.476.346,89
2021-03-02;794.733.141,28;3.860.656,10;692.337.002,99
